DrugID,Cluster
115,6
115,6
115,6
115,6
115,6
115,6
115,6
115,6
115,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
127,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
131,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
134,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
136,6
146,6
146,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
158,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
163,6
165,6
165,6
165,6
166,6
166,6
166,6
166,6
166,6
166,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
169,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
